,image,xmin,ymin,xmax,ymax,label
89,image-0.png,85.610268378063,2.334889148191365,187.7386231038506,120.0688448074679,wbc
90,image-0.png,85.610268378063,2.334889148191365,187.7386231038506,120.0688448074679,rbc
91,image-0.png,0.0,0.0,53.693115519253205,35.35939323220536,rbc
92,image-0.png,0.0,37.35939323220536,50.539089848308045,123.21703617269544,rbc
93,image-0.png,37.44457409568261,17.785297549591597,84.10385064177362,102.7957992998833,rbc
94,image-0.png,187.52508751458572,0.0,240.91248541423568,50.51925320886814,rbc
95,image-0.png,235.7712952158693,57.22987164527421,256.0,115.95915985997664,rbc
96,image-0.png,188.84830805134183,95.39206534422402,247.82497082847135,152.91598599766627,rbc
97,image-0.png,64.17852975495916,97.0583430571762,112.92882147024504,151.33488914819134,rbc
98,image-0.png,141.07584597432904,108.98016336056008,189.41423570595097,166.56359393232205,rbc
99,image-0.png,9.861143523920653,141.09568261376896,63.39323220536755,191.24504084014,rbc
100,image-0.png,73.03500583430571,166.92882147024503,124.07234539089848,217.06884480746788,rbc
101,image-0.png,126.5087514585764,168.85297549591598,173.6056009334889,218.88564760793463,rbc
102,image-0.png,174.93348891481912,152.60793465577595,229.659276546091,205.03383897316215,rbc
103,image-0.png,225.99533255542588,187.1808634772462,255.9871645274212,244.0361726954492,rbc
104,image-0.png,165.561260210035,209.33022170361724,223.2088681446908,255.65227537922985,rbc
105,image-0.png,75.78296382730454,219.5425904317386,138.4784130688448,256.0,rbc
106,image-0.png,13.457409568261376,193.4352392065344,68.55425904317386,252.30571761960329,rbc
107,image-0.png,241.25670945157523,122.65344224037338,256.0,182.07234539089848,rbc
69,image-1.png,0.0,0.0,51.06417736289381,41.45507584597433,rbc
70,image-1.png,73.35589264877478,0.0,134.3278879813302,51.87981330221703,rbc
71,image-1.png,135.6161026837806,0.0,201.40023337222868,50.921820303383896,rbc
72,image-1.png,210.15519253208868,34.149358226371056,256.0,88.57992998833137,rbc
73,image-1.png,153.6826137689615,33.935822637106185,209.71995332555423,99.3080513418903,rbc
74,image-1.png,80.24854142357059,23.72345390898483,143.31738623103848,77.99649941656942,rbc
75,image-1.png,37.512252042007,60.89381563593932,106.40956826137688,120.87164527421236,rbc
76,image-1.png,110.00233372228703,66.14819136522753,177.2403733955659,127.82613768961492,rbc
77,image-1.png,30.397899649941653,116.78879813302215,92.09334889148192,169.48308051341888,rbc
78,image-1.png,13.109684947491248,155.09684947491246,74.69311551925321,210.6989498249708,rbc
79,image-1.png,0.0,193.6207701283547,61.87514585764293,249.83897316219367,rbc
80,image-1.png,94.64294049008168,124.23337222870477,150.42357059509916,179.3325554259043,rbc
81,image-1.png,150.55075845974326,119.49591598599766,194.5822637106184,168.81913652275378,rbc
82,image-1.png,208.40723453908984,97.9323220536756,256.0,166.3722287047841,rbc
83,image-1.png,143.39789964994165,155.10735122520418,201.2800466744457,209.5134189031505,rbc
84,image-1.png,99.0198366394399,180.61843640606767,152.07701283547257,235.22170361726955,rbc
85,image-1.png,100.8343057176196,219.0,154.48541423570595,256.0,rbc
86,image-1.png,174.0058343057176,197.0011668611435,241.6196032672112,254.7164527421237,rbc
87,image-1.png,225.93348891481912,190.0583430571762,256.0,244.59626604434072,rbc
88,image-1.png,197.42123687281213,0.0,253.8214702450408,16.10151691948658,rbc
0,image-2.png,0.0,0.0,25.1901983663944,40.81680280046674,rbc
1,image-2.png,15.010501750291716,0.0,68.3372228704784,23.52742123687281,rbc
2,image-2.png,25.017502917152857,16.02100350058343,78.37456242707117,73.73512252042006,rbc
3,image-2.png,75.5659276546091,1.0618436406067675,140.2485414235706,45.59159859976663,rbc
4,image-2.png,77.4830805134189,23.29054842473745,131.93698949824972,74.80630105017502,rbc
5,image-2.png,136.24737456242707,10.938156359393233,188.27771295215868,69.97199533255542,rbc
6,image-2.png,161.9276546091015,12.534422403733954,215.22170361726955,67.14585764294048,rbc
7,image-2.png,217.13068844807464,4.381563593932322,256.0,63.47607934655775,rbc
8,image-2.png,200.24387397899648,51.90665110851808,255.3803967327888,111.44340723453908,rbc
9,image-2.png,147.6732788798133,67.33022170361727,201.90898483080517,122.57759626604434,rbc
10,image-2.png,86.28354725787631,73.73278879813302,147.88914819136522,129.7164527421237,rbc
11,image-2.png,91.87514585764292,104.26721120186696,159.61726954492414,153.39206534422402,rbc
12,image-2.png,0.0,96.85647607934656,55.18669778296383,157.5822637106184,rbc
13,image-2.png,21.568261376896142,133.39323220536755,85.63243873978996,194.5180863477246,rbc
14,image-2.png,0.0,157.42823803967326,36.13068844807468,216.57992998833137,rbc
15,image-2.png,8.437572928821469,201.8098016336056,66.55309218203034,255.8098016336056,rbc
16,image-2.png,43.610268378063004,189.49591598599764,105.3465577596266,244.318553092182,rbc
17,image-2.png,171.98249708284712,118.89148191365229,233.19953325554255,180.3080513418903,rbc
18,image-2.png,204.196032672112,113.08634772462077,253.5414235705951,168.85647607934655,rbc
19,image-2.png,147.8004667444574,193.94515752625435,206.8471411901984,247.6872812135356,rbc
20,image-2.png,208.2683780630105,191.901983663944,255.38973162193696,253.43873978996496,rbc
21,image-2.png,208.2683780630105,191.901983663944,255.38973162193696,253.43873978996496,wbc
22,image-2.png,89.58926487747958,148.63360560093346,158.63477246207702,221.07817969661608,wbc
23,image-3.png,6.758459743290548,0.0,59.26254375729288,39.29521586931155,rbc
24,image-3.png,56.17736289381563,0.0,113.40256709451576,18.64760793465577,rbc
25,image-3.png,99.11901983663944,4.852975495915985,159.9579929988331,65.0291715285881,rbc
26,image-3.png,171.81096849474912,13.501750291715284,233.18786464410732,66.68728121353558,rbc
27,image-3.png,40.12485414235706,28.87047841306884,100.39673278879812,79.80980163360559,rbc
28,image-3.png,2.84830805134189,42.22403733955659,67.32322053675612,91.93815635939322,rbc
29,image-3.png,46.20303383897316,83.30221703617269,91.66044340723454,120.72112018669776,rbc
30,image-3.png,60.83780630105017,70.07934655775962,127.13652275379228,126.12952158693116,rbc
31,image-3.png,0.0,85.80163360560093,19.19953325554259,129.07701283547257,rbc
32,image-3.png,0.7537922987164527,117.49591598599766,49.88448074679113,171.75962660443406,rbc
33,image-3.png,30.301050175029168,134.6207701283547,79.23337222870478,188.95915985997664,rbc
34,image-3.png,0.0,160.10735122520418,23.23803967327888,212.6172695449241,rbc
35,image-3.png,0.0,197.35239206534425,51.70128354725787,247.220536756126,rbc
36,image-3.png,48.45507584597433,192.8261376896149,87.82613768961494,245.87281213535587,rbc
37,image-3.png,236.76779463243872,0.0,256.0,50.30221703617269,rbc
38,image-3.png,225.91015169194864,67.94982497082846,256.0,130.58809801633603,rbc
39,image-3.png,191.71411901983663,121.27654609101516,246.48541423570595,170.6639439906651,rbc
40,image-3.png,171.4340723453909,81.17269544924153,233.04550758459743,127.3862310385064,rbc
41,image-3.png,181.4504084014002,198.79229871645276,231.4352392065344,245.0676779463244,rbc
42,image-3.png,92.48191365227537,219.96032672112017,134.0443407234539,256.0,rbc
43,image-3.png,167.2018669778296,235.4282380396733,224.70128354725784,256.0,rbc
44,image-3.png,222.34772462077007,145.72812135355892,256.0,195.4679113185531,rbc
45,image-3.png,97.54725787631271,105.4935822637106,199.00816802800463,216.8879813302217,wbc
46,image-4.png,128.78879813302217,135.18903150525085,211.8098016336056,219.91248541423568,wbc
47,image-4.png,0.9264877479579928,0.0,65.46907817969661,29.67094515752625,rbc
48,image-4.png,53.066511085180856,0.0,107.89148191365226,31.746791131855307,rbc
49,image-4.png,152.60326721120185,0.0,213.5169194865811,34.78413068844807,rbc
50,image-4.png,98.96032672112018,1.3932322053675612,164.73628938156358,69.53558926487749,rbc
51,image-4.png,38.87864644107351,33.70011668611435,107.12252042007,92.55775962660442,rbc
52,image-4.png,0.0,25.789964994165693,36.48891481913652,90.13535589264876,rbc
53,image-4.png,4.534422403733955,83.56476079346557,58.66627771295215,128.66627771295214,rbc
54,image-4.png,0.0,118.7467911318553,26.45040840140023,179.2392065344224,rbc
55,image-4.png,28.222870478413068,100.8634772462077,85.90898483080512,167.48658109684948,rbc
56,image-4.png,77.42357059509918,80.45274212368727,131.94632438739788,143.15519253208868,rbc
57,image-4.png,140.33138856476077,58.24504084014002,202.2800466744457,117.58343057176197,rbc
58,image-4.png,205.3372228704784,3.9019836639439904,256.0,55.48891481913652,rbc
59,image-4.png,205.2835472578763,56.45857642940489,256.0,111.99766627771294,rbc
60,image-4.png,210.2497082847141,110.23220536756124,254.03733955659277,164.9369894982497,rbc
61,image-4.png,184.60443407234536,104.68611435239204,232.37806301050173,169.5320886814469,rbc
62,image-4.png,118.16919486581097,99.04200700116684,179.37689614935823,154.89031505250875,rbc
63,image-4.png,2.3990665110851808,162.28121353558925,60.61260210035005,218.3290548424737,rbc
64,image-4.png,62.96499416569428,161.60443407234538,125.96032672112015,224.73278879813304,rbc
65,image-4.png,24.26721120186697,199.6931155192532,79.66044340723452,254.59859976662773,rbc
66,image-4.png,0.0,184.80746791131853,20.90548424737456,241.51691948658103,rbc
67,image-4.png,90.6639439906651,201.0455075845974,148.25670945157526,255.4562427071178,rbc
68,image-4.png,201.6254375729288,186.9124854142357,255.3955659276546,244.95449241540257,rbc
164,image-5.png,1.1633605600933488,0.0,75.11318553092181,27.54725787631272,rbc
165,image-5.png,70.6884480746791,0.0,123.78296382730454,51.621936989498245,rbc
166,image-5.png,128.0536756126021,0.0,186.6686114352392,50.51458576429405,rbc
167,image-5.png,189.08051341890317,0.0,250.6161026837806,51.93582263710618,rbc
168,image-5.png,21.383897316219368,27.68494749124854,74.2497082847141,87.7362893815636,rbc
169,image-5.png,0.0,26.94982497082847,16.93465577596266,87.72812135355892,rbc
170,image-5.png,0.2182030338389731,87.40256709451575,57.55775962660443,137.85297549591598,rbc
171,image-5.png,71.79579929988331,54.396732788798126,121.8389731621937,111.10851808634771,rbc
172,image-5.png,123.83780630105016,60.920653442240365,179.0840140023337,119.6056009334889,rbc
173,image-5.png,177.01750291715285,48.2438739789965,233.77596266044335,108.62777129521588,rbc
174,image-5.png,230.6639439906651,51.27537922987164,256.0,110.17736289381564,rbc
175,image-5.png,216.0011668611435,99.55309218203033,256.0,154.926487747958,rbc
176,image-5.png,172.24620770128354,126.44224037339556,228.9381563593932,185.5332555425904,rbc
177,image-5.png,115.56359393232204,119.36406067677946,171.72462077012835,178.8389731621937,rbc
178,image-5.png,63.303383897316216,99.38739789964993,115.4294049008168,156.12252042006995,rbc
179,image-5.png,7.5472578763127185,125.60676779463245,62.93465577596266,176.19136522753791,rbc
180,image-5.png,22.924154025670944,172.7864644107351,91.27537922987165,224.94982497082844,rbc
181,image-5.png,93.4935822637106,173.04550758459743,145.69078179696615,227.45740956826137,rbc
182,image-5.png,147.21353558926486,183.05600933488915,213.4515752625437,242.0595099183197,rbc
183,image-5.png,220.6172695449241,185.64177362893813,255.61843640606767,246.63593932322053,rbc
184,image-5.png,127.73862310385064,239.5519253208868,177.78879813302217,256.0,rbc
185,image-5.png,79.69894982497082,227.3278879813302,125.55075845974328,256.0,rbc
186,image-5.png,16.292882147024503,217.1131855309218,79.19953325554259,256.0,rbc
187,image-5.png,206.904317386231,231.45274212368727,256.0,254.8821470245041,rbc
